typ;utförande;tjocklek_mm;bredd_mm;hållfasthetsklass;sorteringsklass;längd_mm;antal;källa
artikel;hyvlat;90;95;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;145;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;220;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;95;95;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
